ticker,company,industry,filing_date,plausible,why,items,p_m1,p_0,p_p1,p_p5,p_p15,avg_vol_before,avg_vol_after,vol_ratio,pct_1d,pct_5d,pct_15d,abs_1d,abs_5d,abs_15d,classification,flagged,vol_spike_2x
VNDA,Vanda Pharmaceuticals Inc.,Biotech,2026-06-05,No,,Item 5.07,6.245,6.025,5.94,5.86,6.135,35786.0,38538.933333333334,1.076927662586859,-4.883907125700556,-6.164931945556441,-1.7614091273018468,4.883907125700556,6.164931945556441,1.7614091273018468,FLAT/NONE,False,False
VNDA,Vanda Pharmaceuticals Inc.,Biotech,2026-05-06,No,,"Item 2.02, Item 9.01",7.395,7.42,6.385,6.42,6.655,58668.5,45296.13333333333,0.7720690546602237,-13.657876943880998,-13.184584178498982,-10.006761325219735,13.657876943880998,13.184584178498982,10.006761325219735,INSTANT,False,False
VNDA,Vanda Pharmaceuticals Inc.,Biotech,2026-04-22,No,,"Item 5.02, Item 9.01",6.78,6.83,6.69,7.055,6.42,54717.7,61607.0,1.1259062424041948,-1.327433628318582,4.05604719764011,-5.309734513274341,1.327433628318582,4.05604719764011,5.309734513274341,GRADUAL,False,False
KPTI,Karyopharm Therapeutics Inc.,Biotech,2026-05-28,No,,"Item 5.02, Item 5.07",8.99,9.13,9.1,9.09,9.05,37455.8,18614.066666666666,0.49696086231415865,1.2235817575083363,1.1123470522803074,0.6674082313681924,1.2235817575083363,1.1123470522803074,0.6674082313681924,FLAT/NONE,False,False
KPTI,Karyopharm Therapeutics Inc.,Biotech,2026-05-14,No,,"Item 2.02, Item 9.01",8.845,8.915,7.705,8.085,9.07,23237.8,29395.333333333332,1.2649791862109723,-12.888637648388926,-8.592425098925943,2.543810062182019,12.888637648388926,8.592425098925943,2.543810062182019,FLAT/NONE,False,False
ENTA,ENANTA PHARMACEUTICALS INC,Biotech,2026-07-02,No,,Item 8.01,14.75,15.095,14.52,13.69,12.74,12322.7,9763.333333333334,0.7923047167693228,-1.5593220338983078,-7.186440677966105,-13.627118644067796,1.5593220338983078,7.186440677966105,13.627118644067796,GRADUAL,False,False
ENTA,ENANTA PHARMACEUTICALS INC,Biotech,2026-06-23,No,,Item 8.01,13.33,14.07,13.725,14.555,13.26,10785.7,12578.933333333332,1.166260264362381,2.9632408102025476,9.189797449362338,-0.5251312828207073,2.9632408102025476,9.189797449362338,0.5251312828207073,FLAT/NONE,False,False
ENTA,ENANTA PHARMACEUTICALS INC,Biotech,2026-06-18,Yes,Filing presents concrete clinical trial data disclosing therapeutic efficacy or endpoint performance.,Item 7.01,12.57,12.63,13.33,13.98,13.7,10990.0,12552.6,1.1421838034576888,6.046141607000793,11.217183770883056,8.989657915672227,6.046141607000793,11.217183770883056,8.989657915672227,INSTANT,False,False
SOWG,Sow Good Inc.,Mining,2026-05-11,No,,Item 5.02,1.4,1.705,1.81,1.795,1.55,4014.0,659.0666666666667,0.16419199468526824,29.2857142857143,28.21428571428572,10.714285714285724,29.2857142857143,28.21428571428572,10.714285714285724,GRADUAL,False,False
SOWG,Sow Good Inc.,Mining,2026-05-05,No,,"Item 7.01, Item 9.01",1.755,1.435,1.35,1.81,1.63,26757.1,1004.7333333333333,0.03755015802659232,-23.076923076923066,3.133903133903143,-7.122507122507122,23.076923076923066,3.133903133903143,7.122507122507122,GRADUAL,False,False
SOWG,Sow Good Inc.,Mining,2026-04-22,No,,"Item 7.01, Item 9.01",0.1659,0.1199,0.1084,1.62,1.775,18788.1,5084.066666666667,0.270600362286057,-34.659433393610605,876.4918625678121,969.9216395418928,34.659433393610605,876.4918625678121,969.9216395418928,GRADUAL,False,False
PZG,Paramount Gold Nevada Corp.,Mining,2026-06-23,No,,Item 7.01,1.225,1.145,1.085,1.155,1.185,25943.8,18965.866666666665,0.7310365739277463,-11.428571428571438,-5.714285714285719,-3.265306122448982,11.428571428571438,5.714285714285719,3.265306122448982,FLAT/NONE,False,False
PZG,Paramount Gold Nevada Corp.,Mining,2026-06-02,No,,"Item 7.01, Item 9.01",1.37,1.39,1.325,1.15,1.085,19576.5,24545.733333333334,1.2538366578976494,-3.2846715328467257,-16.058394160583955,-20.802919708029204,3.2846715328467257,16.058394160583955,20.802919708029204,GRADUAL,False,False
VGZ,VISTA GOLD CORP,Mining,2026-04-30,No,,"Item 2.02, Item 9.01",2.055,2.16,2.04,2.245,2.205,43912.5,49605.46666666667,1.1296434196792864,-0.7299270072992761,9.245742092457418,7.299270072992696,0.7299270072992761,9.245742092457418,7.299270072992696,GRADUAL,False,False
VGZ,VISTA GOLD CORP,Mining,2026-04-28,No,,"Item 5.02, Item 5.07",2.215,2.13,2.055,2.1,2.115,41094.6,44560.933333333334,1.084350093037366,-7.223476297968384,-5.191873589164776,-4.514672686230233,7.223476297968384,5.191873589164776,4.514672686230233,INSTANT,False,False
VGZ,VISTA GOLD CORP,Mining,2026-03-11,No,,"Item 2.02, Item 9.01",2.46,2.35,2.05,1.97,2.06,44872.9,142114.2,3.1670384575099897,-16.666666666666675,-19.91869918699187,-16.260162601626014,16.666666666666675,19.91869918699187,16.260162601626014,INSTANT,False,True
IDR,"Idaho Strategic Resources, Inc.",Mining,2026-06-11,No,,Item 5.07,31.7,34.59,36.17,35.27,31.79,5987.7,9996.8,1.6695559229754329,14.100946372239756,11.261829652996857,0.2839116719242898,14.100946372239756,11.261829652996857,0.2839116719242898,FLAT/NONE,False,False
IDR,"Idaho Strategic Resources, Inc.",Mining,2026-06-08,No,,"Item 4.01, Item 9.01",32.2,32.73,32.29,38.4,32.82,7009.3,10480.133333333333,1.4951754573685436,0.2795031055900506,19.254658385093155,1.9254658385093086,0.2795031055900506,19.254658385093155,1.9254658385093086,FLAT/NONE,False,False
IDR,"Idaho Strategic Resources, Inc.",Mining,2026-05-14,No,,"Item 7.01, Item 9.01",51.23,44.715,38.235,37.35,32.2,8422.1,9161.4,1.0877809572434427,-25.36599648643373,-27.09349990240093,-37.14620339644738,25.36599648643373,27.09349990240093,37.14620339644738,INSTANT,False,False
USAU,U.S. GOLD CORP.,Mining,2026-05-22,No,,Item 8.01,15.27,15.48,15.88,15.795,16.12,5956.7,8306.066666666668,1.3944074179775157,3.9947609692207022,3.4381139489194523,5.566470203012452,3.9947609692207022,3.4381139489194523,5.566470203012452,INSTANT,False,False
USAU,U.S. GOLD CORP.,Mining,2026-05-15,No,,"Item 7.01, Item 9.01",16.99,15.89,15.43,15.48,13.97,5956.6,7176.133333333333,1.2047364827810048,-9.181871689228952,-8.887580929958789,-17.77516185991759,9.181871689228952,8.887580929958789,17.77516185991759,GRADUAL,False,False
USAU,U.S. GOLD CORP.,Mining,2026-04-27,No,,Item 8.01,16.26,16.185,16.15,15.965,15.43,7492.4,8024.2,1.070978591639528,-0.6765067650676689,-1.8142681426814373,-5.1045510455104655,0.6765067650676689,1.8142681426814373,5.1045510455104655,GRADUAL,False,False
WWR,"WESTWATER RESOURCES, INC.",Mining,2026-05-22,No,,"Item 5.03, Item 5.07, Item 9.01",0.5734,0.5692,0.5605,0.5695,0.5507,18471.0,12502.2,0.6768556114991068,-2.2497384025113396,-0.6801534705266854,-3.958841995116856,2.2497384025113396,0.6801534705266854,3.958841995116856,FLAT/NONE,False,False
WWR,"WESTWATER RESOURCES, INC.",Mining,2026-04-09,No,,"Item 7.01, Item 9.01",0.62,0.6032,0.6056,0.66,0.6451,14935.4,22093.333333333332,1.4792595667563864,-2.322580645161285,6.451612903225811,4.048387096774196,2.322580645161285,6.451612903225811,4.048387096774196,GRADUAL,False,False
WWR,"WESTWATER RESOURCES, INC.",Mining,2026-04-01,No,,"Item 1.02, Item 7.01, Item 9.01",0.6527,0.6514,0.6243,0.6032,0.683,16622.4,17288.933333333334,1.0400985016203035,-4.351156733568253,-7.5838823349165,4.642255247433753,4.351156733568253,7.5838823349165,4.642255247433753,GRADUAL,False,False
XPL,SOLITARIO RESOURCES CORP.,Mining,2026-06-18,No,,"Item 5.07, Item 7.01, Item 9.01",0.8139,0.8165,0.7913,0.7515,0.7687,5673.9,402.4,0.07092123583425862,-2.7767539009706295,-7.666789531883525,-5.553507801941259,2.7767539009706295,7.666789531883525,5.553507801941259,GRADUAL,False,False
XPL,SOLITARIO RESOURCES CORP.,Mining,2026-06-04,No,,"Item 4.01, Item 9.01",0.8344,0.85,0.85,0.7582,0.7515,890.3,674.2,0.757272829383354,1.8696069031639437,-9.13231064237776,-9.935282837967412,1.8696069031639437,9.13231064237776,9.935282837967412,GRADUAL,False,False
URG,UR-ENERGY INC,Mining,2026-06-05,No,,Item 5.07,1.92,1.635,1.63,1.59,1.335,509911.9,695932.6666666666,1.3648096203808278,-15.104166666666668,-17.187499999999993,-30.46875,15.104166666666668,17.187499999999993,30.46875,GRADUAL,False,False
URG,UR-ENERGY INC,Mining,2026-05-11,No,,"Item 2.02, Item 9.01",1.74,1.815,1.95,1.585,2.1,219139.3,444852.06666666665,2.029996749403994,12.068965517241377,-8.908045977011495,20.689655172413797,12.068965517241377,8.908045977011495,20.689655172413797,GRADUAL,True,True
URG,UR-ENERGY INC,Mining,2026-04-16,No,,"Item 8.01, Item 9.01",1.64,1.645,1.625,1.72,1.82,225332.6,294163.93333333335,1.3054654911598824,-0.9146341463414575,4.878048780487809,10.97560975609757,0.9146341463414575,4.878048780487809,10.97560975609757,GRADUAL,False,False
USGO,U.S. GoldMining Inc.,Mining,2026-07-06,No,,Item 7.01,8.82,8.505,8.05,7.645,7.545,1543.0,2014.7333333333333,1.3057247785698856,-8.730158730158726,-13.321995464852614,-14.455782312925175,8.730158730158726,13.321995464852614,14.455782312925175,GRADUAL,False,False
USGO,U.S. GoldMining Inc.,Mining,2026-06-29,No,,"Item 1.01, Item 9.01",8.05,8.37,8.15,8.05,8.08,1267.5,2131.4666666666667,1.681630506245891,1.242236024844716,0.0,0.37267080745340814,1.242236024844716,0.0,0.37267080745340814,FLAT/NONE,False,False
EU,enCore Energy Corp.,Mining,2026-06-16,No,,Item 8.01,1.55,1.68,1.6,1.4,1.32,194134.0,157981.33333333334,0.813774677971573,3.2258064516129057,-9.677419354838717,-14.838709677419354,3.2258064516129057,9.677419354838717,14.838709677419354,GRADUAL,False,False
EU,enCore Energy Corp.,Mining,2026-05-14,No,,Item 2.02,1.59,1.615,1.525,1.48,1.37,170375.4,152471.53333333333,0.8949151892428915,-4.088050314465419,-6.918238993710697,-13.83647798742138,4.088050314465419,6.918238993710697,13.83647798742138,GRADUAL,False,False
LODE,Comstock Inc.,Mining,2026-06-24,No,,"Item 1.01, Item 9.01",4.285,4.11,3.98,4.01,3.93,84287.3,74952.06666666667,0.8892450780445769,-7.11785297549592,-6.417736289381572,-8.284714119019835,7.11785297549592,6.417736289381572,8.284714119019835,INSTANT,False,False
LODE,Comstock Inc.,Mining,2026-06-17,No,,"Item 5.02, Item 9.01",4.32,4.685,4.76,3.98,4.34,87713.2,85532.6,0.9751394316932914,10.185185185185173,-7.8703703703703765,0.46296296296295303,10.185185185185173,7.8703703703703765,0.46296296296295303,FLAT/NONE,False,False
RM,Regional Management Corp.,Fintech,2026-05-19,No,,"Item 5.02, Item 5.07",35.08,33.79,34.44,36.53,36.35,1529.7,1472.8,0.9628031640190886,-1.824401368301028,4.13340935005702,3.6202964652223577,1.824401368301028,4.13340935005702,3.6202964652223577,FLAT/NONE,False,False
RM,Regional Management Corp.,Fintech,2026-05-04,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,Item 1.01,34.895,33.71,34.85,34.51,35.875,1850.8,1563.4,0.8447157985735899,-0.12895830348187906,-1.1033099297893827,2.808425275827473,0.12895830348187906,1.1033099297893827,2.808425275827473,FLAT/NONE,False,False
RM,Regional Management Corp.,Fintech,2026-04-29,No,,"Item 2.02, Item 8.01, Item 9.01",39.445,38.41,37.2,35.03,34.44,1730.5,1608.6666666666667,0.9295964557449677,-5.69146913423754,-11.19280010140702,-12.68855368234251,5.69146913423754,11.19280010140702,12.68855368234251,GRADUAL,False,False
MFIN,MEDALLION FINANCIAL CORP,Fintech,2026-06-26,Yes,Filing reports the resignation or appointment of C-suite executive leadership.,Item 5.02,9.98,10.245,10.28,9.99,9.945,6300.8,2353.866666666667,0.3735821906212968,3.0060120240480854,0.10020040080160107,-0.3507014028056126,3.0060120240480854,0.10020040080160107,0.3507014028056126,FLAT/NONE,False,False
MFIN,MEDALLION FINANCIAL CORP,Fintech,2026-06-12,No,,Item 8.01,9.82,9.79,9.845,9.38,10.135,6923.4,4611.533333333334,0.6660792866703259,0.2545824847250545,-4.480651731160891,3.207739307535636,0.2545824847250545,4.480651731160891,3.207739307535636,FLAT/NONE,False,False
MFIN,MEDALLION FINANCIAL CORP,Fintech,2026-06-12,No,,Item 8.01,9.82,9.79,9.845,9.38,10.135,6923.4,4611.533333333334,0.6660792866703259,0.2545824847250545,-4.480651731160891,3.207739307535636,0.2545824847250545,4.480651731160891,3.207739307535636,FLAT/NONE,False,False
ONIT,ONITY GROUP INC.,Fintech,2026-07-01,No,,Item 8.01,39.94,40.525,38.755,37.81,38.92,3137.9,1593.8,0.507919309092068,-2.966950425638446,-5.332999499248863,-2.5538307461191687,2.966950425638446,5.332999499248863,2.5538307461191687,FLAT/NONE,False,False
ONIT,ONITY GROUP INC.,Fintech,2026-06-02,No,,Item 8.01,33.74,36.81,35.505,36.86,36.64,3016.6,3027.133333333333,1.0034917898738094,5.231179608772972,9.247184350918783,8.595139300533488,5.231179608772972,9.247184350918783,8.595139300533488,INSTANT,False,False
ONIT,ONITY GROUP INC.,Fintech,2026-05-19,No,,Item 8.01,35.65,34.59,34.6,35.53,37.0,3484.8,2767.5333333333333,0.7941727884909703,-2.945301542776991,-0.3366058906030784,3.7868162692847167,2.945301542776991,0.3366058906030784,3.7868162692847167,FLAT/NONE,False,False
PFX,PhenixFIN Corp,Fintech,2026-05-05,No,,Item 8.01,41.56,41.56,41.56,39.47,39.47,0.0,6.666666666666667,0.0,0.0,-5.028873917228112,-5.028873917228112,0.0,5.028873917228112,5.028873917228112,GRADUAL,False,False
PFX,PhenixFIN Corp,Fintech,2026-03-20,No,,Item 5.07,41.56,41.56,41.56,41.56,41.56,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLAT/NONE,False,False
PFX,PhenixFIN Corp,Fintech,2026-02-09,No,,Item 8.01,45.01,45.01,45.01,45.01,42.56,0.0,46.666666666666664,0.0,0.0,0.0,-5.4432348367029455,0.0,0.0,5.4432348367029455,GRADUAL,False,False
BCIC,BCP Investment Corp,Fintech,2026-06-26,No,,Item 8.01,7.1,7.015,7.06,7.23,7.26,703.6,972.3333333333334,1.3819404964942201,-0.5633802816901414,1.8309859154929689,2.2535211267605657,0.5633802816901414,1.8309859154929689,2.2535211267605657,FLAT/NONE,False,False
BCIC,BCP Investment Corp,Fintech,2026-05-08,No,,Item 2.02,7.86,8.33,8.11,7.69,7.61,1203.0,854.8666666666667,0.7106123579939041,3.1806615776081313,-2.1628498727735357,-3.1806615776081424,3.1806615776081313,2.1628498727735357,3.1806615776081424,FLAT/NONE,False,False
BCIC,BCP Investment Corp,Fintech,2026-03-24,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,"Item 1.01, Item 2.03",7.245,7.395,7.37,7.51,7.935,1537.1,1596.6666666666667,1.0387526294103615,1.725327812284334,3.657694962042784,9.523809523809517,1.725327812284334,3.657694962042784,9.523809523809517,GRADUAL,False,False
SCM,Stellus Capital Investment Corp,Fintech,2026-06-22,No,,"Item 1.01, Item 9.01",8.36,8.21,8.3,8.52,8.365,5894.0,5829.8,0.9891075670173057,-0.7177033492822814,1.913875598086126,0.05980861244020074,0.7177033492822814,1.913875598086126,0.05980861244020074,FLAT/NONE,False,False
SCM,Stellus Capital Investment Corp,Fintech,2026-06-17,No,,Item 5.07,8.82,8.45,8.36,8.01,8.33,6462.9,6287.466666666666,0.9728553229458395,-5.2154195011337965,-9.183673469387761,-5.555555555555558,5.2154195011337965,9.183673469387761,5.555555555555558,INSTANT,False,False
SCM,Stellus Capital Investment Corp,Fintech,2026-02-05,No,,"Item 8.01, Item 9.01",12.24,11.69,11.81,11.5,10.03,5658.5,7461.6,1.3186533533621985,-3.5130718954248343,-6.04575163398693,-18.055555555555564,3.5130718954248343,6.04575163398693,18.055555555555564,GRADUAL,False,False
EARN,Ellington Credit Co,Fintech,2026-06-25,No,,Item 5.07,4.48,4.48,4.565,4.37,4.41,10232.3,10930.866666666667,1.0682707374360279,1.8973214285714277,-2.45535714285715,-1.5625000000000062,1.8973214285714277,2.45535714285715,1.5625000000000062,FLAT/NONE,False,False
EARN,Ellington Credit Co,Fintech,2026-06-08,No,,"Item 8.01, Item 9.01",4.65,4.64,4.7,4.54,4.41,14276.1,11302.866666666667,0.7917335033143973,1.0752688172042972,-2.365591397849469,-5.1612903225806495,1.0752688172042972,2.365591397849469,5.1612903225806495,GRADUAL,False,False
CHMI,Cherry Hill Mortgage Investment Corp,Fintech,2026-06-12,No,,Item 5.07,2.365,2.38,2.39,2.3,2.29,7064.6,5676.0,0.8034425162075701,1.0570824524312858,-2.748414376321369,-3.1712473572938764,1.0570824524312858,2.748414376321369,3.1712473572938764,FLAT/NONE,False,False
CHMI,Cherry Hill Mortgage Investment Corp,Fintech,2026-05-07,No,,"Item 2.02, Item 9.01",2.58,2.575,2.59,2.5,2.385,6835.0,7205.533333333334,1.054211168007803,0.3875968992247979,-3.1007751937984525,-7.558139534883732,0.3875968992247979,3.1007751937984525,7.558139534883732,GRADUAL,False,False
CHMI,Cherry Hill Mortgage Investment Corp,Fintech,2026-04-10,Yes,Filing reports the resignation or appointment of C-suite executive leadership.,Item 5.02,2.66,2.67,2.67,2.665,2.72,12964.3,5131.333333333333,0.3958048898385052,0.3759398496240521,0.18796992481202604,2.2556390977443628,0.3759398496240521,0.18796992481202604,2.2556390977443628,FLAT/NONE,False,False
CCAP,"Crescent Capital BDC, Inc.",Fintech,2026-07-01,No,,Item 8.01,10.94,11.105,11.12,10.9,10.78,20266.0,20654.266666666666,1.0191585249514787,1.6453382084095038,-0.36563071297988253,-1.4625228519195625,1.6453382084095038,0.36563071297988253,1.4625228519195625,FLAT/NONE,False,False
CCAP,"Crescent Capital BDC, Inc.",Fintech,2026-06-24,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,Item 8.01,11.25,11.165,10.98,11.105,11.205,18399.6,17731.8,0.9637057327333203,-2.3999999999999964,-1.288888888888885,-0.3999999999999994,2.3999999999999964,1.288888888888885,0.3999999999999994,FLAT/NONE,False,False
CCAP,"Crescent Capital BDC, Inc.",Fintech,2026-05-27,Yes,Filing discloses a material credit facility agreement defining borrowing capacity and interest terms.,Item 8.01,11.445,11.385,11.42,11.22,11.3,18562.4,16210.133333333333,0.8732778807338131,-0.21843599825251508,-1.965923984272605,-1.2669287898645658,0.21843599825251508,1.965923984272605,1.2669287898645658,FLAT/NONE,False,False
MITT,"TPG Mortgage Investment Trust, Inc.",Fintech,2026-04-29,No,,"Item 2.02, Item 9.01",8.2,7.69,7.87,7.89,7.575,12472.5,9290.6,0.7448867508518742,-4.024390243902429,-3.7804878048780446,-7.6219512195121855,4.024390243902429,3.7804878048780446,7.6219512195121855,GRADUAL,False,False
MITT,"TPG Mortgage Investment Trust, Inc.",Fintech,2026-02-17,No,,"Item 2.02, Item 9.01",8.63,8.54,8.365,8.0,7.88,7713.0,21714.733333333334,2.81534206318337,-3.070683661645429,-7.300115874855165,-8.69061413673234,3.070683661645429,7.300115874855165,8.69061413673234,GRADUAL,True,True
